"","age","gender","occup","ft_pt","freqmon1","own_motob","opinion_ban","opinion_ban1"
"3523","26_35","female","fdi","fulltime","14_16",1,"agree",0.5
"3524","26_35","female","private","owner","8_10",2,"disagree",0.75
"3525","26_35","male","private","fulltime","11_13",2,"agree",1
"3526","36_55","female","state","parttime","17_20",2,"neutral",0.75
"3527","56_75","female","private","parttime","17_20",1,"agree",0.75
"3528","26_35","female","state","fulltime","14_16",2,"agree",0.75
"3529","36_55","female","private","student","14_16",3,"neutral",0
"3530","18_25","male","state","fulltime","14_16",2,"agree",1
"3531","36_55","male","state","fulltime","14_16",1,"neutral",0.5
"3532","18_25","male","state","fulltime","14_16",2,"strongdisagree",0.5
"3533","18_25","female","private","fulltime","more_20",1,"disagree",0.75
"3534","18_25","male","student","owner","more_20",2,"strongagree",0.25
"3535","26_35","male","state","parttime","more_20",1,"neutral",0.5
"3536","26_35","male","private","fulltime","14_16",4,"neutral",0.5
"3537","36_55","female","state","fulltime","14_16",1,"agree",0.5
"3538","18_25","male","state","fulltime","more_20",2,"agree",0.25
"3539","26_35","female","state","student","17_20",3,"disagree",0
"3540","26_35","male","fdi","fulltime","more_20",1,"disagree",0.75
"3541","36_55","female","state","fulltime","14_16",2,"neutral",0.25
"3542","36_55","male","state","fulltime","14_16",0,"agree",0
"3543","56_75","female","private","student","11_13",2,"disagree",0.5
"3544","18_25","female","student","fulltime","1_3",2,"agree",0.5
"3545","26_35","male","student","fulltime","more_20",2,"neutral",0.5
"3546","36_55","male","state","student","14_16",2,"disagree",0.5
"3547","36_55","female","state","fulltime","17_20",4,"neutral",0.75
"3548","26_35","female","private","student","14_16",2,"strongagree",0.25
"3549","18_25","female","private","fulltime","11_13",3,"disagree",0.25
"3550","26_35","male","private","owner","4_7",2,"neutral",0
"3551","26_35","female","private","owner","8_10",2,"agree",0
"3552","18_25","male","retired","student","8_10",2,"neutral",0.75
"3553","36_55","female","student","fulltime","17_20",1,"disagree",0.25
"3554","26_35","female","student","retired","17_20",2,"disagree",0.25
"3555","36_55","female","state","fulltime","1_3",1,"disagree",0.25
"3556","18_25","female","fdi","fulltime","4_7",2,"strongdisagree",0.5
"3557","18_25","male","state","fulltime","17_20",1,"agree",0.25
"3558","36_55","female","fdi","fulltime","17_20",3,"agree",0.5
"3559","56_75","female","private","student","more_20",2,"neutral",0.25
"3560","36_55","female","private","fulltime","8_10",1,"neutral",0.5
"3561","26_35","female","student","fulltime","1_3",2,"strongagree",0.75
"3562","26_35","female","state","fulltime","14_16",1,"agree",0.25
"3563","26_35","female","private","retired","14_16",1,"neutral",0.75
"3564","18_25","female","student","owner","17_20",1,"agree",0.25
"3565","18_25","female","private","retired","14_16",2,"disagree",0.5
"3566","26_35","female","private","owner","8_10",2,"disagree",0.75
"3567","18_25","female","state","fulltime","more_20",2,"strongagree",0.25
"3568","26_35","female","fdi","owner","17_20",2,"agree",0.75
"3569","18_25","male","state","student","17_20",2,"disagree",0.5
"3570","36_55","female","state","fulltime","17_20",3,"agree",0.75
"3571","18_25","female","private","fulltime","8_10",2,"strongagree",0.75
"3572","18_25","male","state","owner","17_20",2,"disagree",0.25
"3573","36_55","female","fdi","parttime","14_16",2,"strongagree",0.75
"3574","18_25","male","student","owner","8_10",1,"strongdisagree",0.75
"3575","26_35","female","state","fulltime","more_20",2,"agree",0.5
"3576","26_35","male","fdi","retired","11_13",3,"agree",1
"3577","36_55","male","state","fulltime","14_16",2,"disagree",0.5
"3578","56_75","female","student","fulltime","more_20",1,"agree",1
"3579","18_25","female","fdi","fulltime","17_20",2,"agree",0.25
"3580","18_25","female","fdi","retired","17_20",2,"disagree",1
"3581","26_35","male","state","fulltime","17_20",2,"neutral",0.5
"3582","26_35","male","state","fulltime","14_16",0,"agree",0.75
"3583","26_35","male","fdi","student","11_13",0,"disagree",0.75
"3584","26_35","female","student","fulltime","more_20",2,"neutral",0.75
"3585","26_35","male","state","fulltime","17_20",3,"agree",0.75
"3586","26_35","male","state","student","1_3",2,"strongagree",0
"3587","26_35","male","student","student","8_10",2,"disagree",0.25
"3588","18_25","male","student","parttime","more_20",2,"agree",0.5
"3589","26_35","female","private","fulltime","more_20",3,"neutral",0.25
"3590","18_25","male","fdi","fulltime","4_7",1,"neutral",0.25
"3591","26_35","female","state","owner","11_13",2,"agree",0.5
"3592","36_55","female","private","fulltime","11_13",1,"disagree",0.75
"3593","36_55","male","fdi","student","more_20",2,"disagree",0.75
"3594","18_25","female","fdi","fulltime","more_20",2,"agree",0.5
"3595","26_35","female","state","fulltime","4_7",2,"agree",0.25
"3596","18_25","female","state","fulltime","11_13",3,"agree",0.25
"3597","18_25","male","private","not","17_20",3,"neutral",0.25
"3598","less_18","female","fdi","fulltime","more_20",1,"neutral",1
"3599","36_55","female","state","fulltime","11_13",1,"agree",0
"3600","36_55","female","student","owner","8_10",2,"disagree",0.5
"3601","18_25","male","private","fulltime","14_16",2,"agree",0.5
"3602","18_25","male","student","student","14_16",5,"strongdisagree",0.5
"3603","36_55","male","student","student","14_16",1,"strongagree",0.5
"3604","18_25","male","student","student","1_3",2,"agree",0
"3605","36_55","male","fdi","parttime","4_7",2,"strongdisagree",0.75
"3606","26_35","male","state","fulltime","more_20",1,"disagree",0
"3607","less_18","male","state","parttime","14_16",1,"disagree",0.75
"3608","26_35","female","student","owner","more_20",2,"disagree",0
"3609","18_25","female","student","student","17_20",0,"disagree",0.75
"3610","36_55","male","student","fulltime","14_16",2,"disagree",1
"3611","26_35","female","state","fulltime","11_13",2,"disagree",0.75
"3612","18_25","male","state","not","17_20",3,"disagree",0.5
"3613","26_35","male","fdi","student","17_20",1,"disagree",0.75
"3614","36_55","male","private","fulltime","more_20",1,"strongagree",0.75
"3615","less_18","female","private","fulltime","14_16",2,"agree",0.25
"3616","18_25","male","state","retired","17_20",2,"strongdisagree",0.5
"3617","36_55","male","student","owner","more_20",2,"agree",0.5
"3618","26_35","female","student","retired","more_20",1,"disagree",0.75
"3619","36_55","male","private","owner","14_16",2,"disagree",0.25
"3620","36_55","male","retired","retired","17_20",2,"disagree",1
"3621","26_35","female","fdi","fulltime","1_3",3,"neutral",0.75
"3622","18_25","male","student","fulltime","8_10",3,"disagree",0.25
"3623","18_25","male","state","fulltime","17_20",1,"disagree",0.75
"3624","26_35","male","state","fulltime","14_16",1,"neutral",0.75
"3625","36_55","female","retired","fulltime","14_16",1,"agree",0.25
"3626","26_35","male","private","fulltime","11_13",1,"neutral",0.75
"3627","26_35","female","private","student","17_20",2,"agree",0.5
"3628","36_55","male","student","owner","14_16",2,"strongdisagree",0.5
"3629","36_55","male","state","owner","14_16",2,"disagree",0.25
"3630","26_35","male","fdi","fulltime","17_20",1,"agree",0.25
"3631","56_75","male","private","fulltime","more_20",3,"agree",0.75
"3632","36_55","male","private","owner","17_20",2,"agree",0.25
"3633","36_55","female","private","fulltime","17_20",2,"disagree",0.5
"3634","18_25","female","fdi","fulltime","8_10",2,"neutral",0.25
"3635","18_25","female","state","owner","14_16",3,"neutral",0.25
"3636","18_25","female","private","fulltime","17_20",2,"strongdisagree",0.25
"3637","56_75","male","state","fulltime","1_3",3,"disagree",0.5
"3638","36_55","female","student","student","more_20",1,"agree",0.75
"3639","26_35","male","student","owner","17_20",1,"agree",1
"3640","36_55","male","state","student","1_3",2,"disagree",0.5
"3641","56_75","female","state","student","17_20",3,"neutral",0.75
"3642","26_35","female","state","fulltime","8_10",2,"agree",0.25
"3643","26_35","male","state","retired","1_3",2,"neutral",0.5
"3644","26_35","female","state","student","8_10",2,"agree",0.25
"3645","56_75","female","private","parttime","17_20",3,"disagree",0.25
"3646","36_55","male","private","fulltime","4_7",1,"disagree",0.5
"3647","18_25","female","fdi","student","17_20",2,"neutral",0.75
"3648","36_55","female","student","parttime","17_20",2,"neutral",0.75
"3649","36_55","female","state","student","more_20",2,"strongagree",0.75
"3650","56_75","female","retired","fulltime","14_16",4,"neutral",0.25
"3651","26_35","male","student","fulltime","1_3",1,"disagree",0.25
"3652","26_35","male","private","fulltime","14_16",1,"disagree",0.25
"3653","less_18","female","state","fulltime","more_20",1,"neutral",0.25
"3654","18_25","male","fdi","retired","17_20",2,"neutral",0.25
"3655","18_25","male","state","parttime","more_20",4,"agree",0.25
"3656","26_35","male","state","owner","1_3",3,"agree",0.5
"3657","26_35","male","private","retired","17_20",2,"strongagree",0.75
"3658","36_55","male","private","owner","4_7",1,"neutral",0.75
"3659","56_75","male","fdi","fulltime","1_3",1,"agree",0.75
"3660","18_25","male","private","fulltime","1_3",1,"agree",0.5
"3661","36_55","female","student","fulltime","14_16",2,"neutral",0.5
"3662","18_25","female","student","student","14_16",2,"agree",0.25
"3663","18_25","male","retired","fulltime","14_16",3,"neutral",0.75
"3664","18_25","female","fdi","fulltime","1_3",3,"strongdisagree",0.75
"3665","36_55","female","state","fulltime","17_20",1,"agree",0.75
"3666","36_55","female","fdi","owner","8_10",2,"disagree",0.75
"3667","18_25","male","state","fulltime","14_16",0,"strongagree",0.25
"3668","18_25","male","state","fulltime","11_13",2,"strongagree",0.5
"3669","18_25","male","student","owner","14_16",1,"agree",0.25
"3670","26_35","male","private","owner","11_13",2,"agree",0.5
"3671","18_25","male","state","owner","1_3",2,"agree",0.5
"3672","26_35","female","state","student","17_20",2,"neutral",0.5
"3673","18_25","male","fdi","owner","4_7",2,"agree",0.5
"3674","26_35","female","private","not","17_20",1,"strongagree",0.75
"3675","36_55","female","private","fulltime","8_10",2,"strongdisagree",1
"3676","26_35","male","student","fulltime","4_7",1,"neutral",0.5
"3677","18_25","male","private","fulltime","14_16",2,"disagree",0.25
"3678","18_25","female","student","fulltime","14_16",4,"strongagree",1
"3679","18_25","male","state","fulltime","17_20",1,"strongagree",0.5
"3680","36_55","female","student","fulltime","more_20",1,"disagree",0.75
"3681","26_35","female","state","student","17_20",2,"agree",0.25
"3682","26_35","female","student","fulltime","17_20",1,"neutral",0.75
"3683","18_25","female","private","owner","17_20",1,"agree",0.5
"3684","36_55","male","student","owner","more_20",1,"agree",0.5
"3685","26_35","female","state","student","14_16",1,"agree",0.25
"3686","26_35","female","fdi","owner","14_16",2,"strongagree",1
"3687","36_55","female","state","fulltime","more_20",0,"disagree",0.25
"3688","26_35","male","state","retired","4_7",3,"neutral",0.5
"3689","less_18","male","fdi","parttime","8_10",0,"agree",0.5
"3690","26_35","female","state","fulltime","more_20",2,"disagree",0.75
"3691","26_35","female","state","fulltime","8_10",2,"agree",0.25
"3692","18_25","female","retired","fulltime","11_13",2,"agree",0.75
"3693","18_25","female","student","fulltime","more_20",2,"agree",0.25
"3694","56_75","male","state","fulltime","17_20",2,"disagree",1
"3695","18_25","female","state","fulltime","more_20",4,"disagree",0.5
"3696","26_35","male","student","fulltime","4_7",3,"agree",0.25
"3697","26_35","male","state","fulltime","14_16",2,"neutral",0.75
"3698","18_25","male","private","owner","more_20",2,"strongdisagree",0.75
"3699","36_55","female","state","owner","14_16",2,"disagree",0.75
"3700","26_35","male","state","fulltime","14_16",2,"neutral",0.25
"3701","18_25","male","private","owner","more_20",3,"disagree",1
"3702","18_25","male","state","fulltime","14_16",2,"disagree",0.75
"3703","36_55","female","state","fulltime","1_3",5,"agree",0
"3704","36_55","female","fdi","fulltime","14_16",1,"disagree",0.75
"3705","less_18","male","fdi","fulltime","more_20",1,"neutral",0.5
"3706","36_55","female","student","student","8_10",2,"disagree",0.25
"3707","26_35","male","private","not","14_16",1,"agree",0.5
"3708","36_55","male","student","student","17_20",2,"disagree",0.5
"3709","18_25","female","state","fulltime","more_20",3,"disagree",0.75
"3710","36_55","male","fdi","fulltime","17_20",2,"agree",0.5
"3711","18_25","female","state","fulltime","1_3",2,"disagree",0.25
"3712","18_25","female","private","owner","more_20",2,"agree",0.5
"3713","18_25","male","private","fulltime","more_20",2,"disagree",0.5
"3714","36_55","female","state","fulltime","more_20",2,"agree",0.25
"3715","26_35","male","student","student","8_10",2,"disagree",0.25
"3716","18_25","male","state","fulltime","more_20",2,"agree",0
"3717","18_25","male","student","fulltime","14_16",3,"agree",0.75
"3718","36_55","male","state","student","14_16",1,"neutral",0.25
"3719","18_25","female","student","fulltime","more_20",2,"disagree",0.25
"3720","36_55","male","state","fulltime","14_16",3,"neutral",0.75
"3721","36_55","male","fdi","student","11_13",2,"neutral",0.75
"3722","56_75","female","private","fulltime","4_7",1,"disagree",0.75
"3723","36_55","female","fdi","fulltime","8_10",2,"disagree",0.75
"3724","26_35","female","private","fulltime","1_3",2,"neutral",0.25
"3725","56_75","female","state","student","17_20",2,"neutral",1
"3726","26_35","female","private","student","8_10",2,"strongagree",0.5
"3727","18_25","male","private","owner","8_10",2,"neutral",0.75
"3728","18_25","female","state","fulltime","more_20",2,"neutral",0.25
"3729","36_55","male","private","fulltime","17_20",2,"agree",0.25
"3730","26_35","female","state","fulltime","8_10",0,"agree",0.5
"3731","36_55","male","private","owner","14_16",1,"agree",1
"3732","26_35","male","retired","fulltime","more_20",1,"neutral",0.5
"3733","18_25","female","private","fulltime","8_10",1,"neutral",0.25
"3734","18_25","male","private","fulltime","11_13",4,"agree",0.25
"3735","18_25","female","state","fulltime","14_16",3,"neutral",0.75
"3736","36_55","female","student","fulltime","4_7",2,"disagree",0.75
"3737","36_55","female","student","student","17_20",2,"agree",0.25
"3738","36_55","male","state","student","14_16",2,"disagree",0.25
"3739","56_75","female","private","owner","17_20",3,"disagree",0.75
"3740","26_35","female","state","fulltime","more_20",2,"strongagree",0.75
"3741","36_55","female","private","fulltime","more_20",2,"disagree",0.5
"3742","26_35","male","state","fulltime","14_16",2,"agree",0.25
"3743","18_25","female","student","fulltime","1_3",2,"agree",0.75
"3744","18_25","female","private","fulltime","17_20",4,"agree",1
"3745","56_75","male","fdi","fulltime","17_20",1,"neutral",0.5
"3746","more_75","female","private","fulltime","17_20",0,"strongagree",1
"3747","26_35","female","state","owner","more_20",2,"agree",0.5
"3748","26_35","male","private","student","11_13",3,"agree",0.75
"3749","18_25","female","private","fulltime","8_10",2,"agree",0.25
"3750","26_35","male","retired","not","17_20",4,"agree",0
"3751","36_55","female","private","fulltime","14_16",1,"strongagree",0.25
"3752","18_25","male","student","fulltime","14_16",3,"disagree",0.5
"3753","36_55","male","state","fulltime","14_16",4,"disagree",0.25
"3754","26_35","male","retired","student","14_16",2,"disagree",0.75
"3755","18_25","female","fdi","fulltime","8_10",2,"agree",1
"3756","26_35","male","fdi","fulltime","4_7",2,"agree",1
"3757","18_25","male","state","fulltime","more_20",3,"agree",0.25
"3758","36_55","male","student","retired","11_13",1,"agree",0
"3759","26_35","male","student","owner","11_13",3,"agree",0.5
"3760","26_35","male","student","parttime","more_20",2,"agree",0.75
"3761","26_35","female","student","fulltime","14_16",2,"agree",0.75
"3762","36_55","male","state","retired","1_3",2,"agree",1
"3763","36_55","male","state","fulltime","11_13",2,"agree",0.5
"3764","18_25","male","state","fulltime","more_20",2,"neutral",0.75
"3765","26_35","female","student","retired","11_13",1,"agree",0.75
"3766","26_35","female","private","not","11_13",2,"agree",0.25
"3767","26_35","female","state","student","14_16",2,"strongagree",0.25
"3768","36_55","male","state","student","14_16",2,"disagree",0.5
"3769","26_35","male","private","fulltime","8_10",2,"agree",0
"3770","18_25","male","state","student","14_16",2,"neutral",0.25
"3771","36_55","male","retired","fulltime","17_20",2,"agree",0.25
"3772","18_25","male","retired","fulltime","17_20",1,"agree",0.25
"3773","26_35","male","state","fulltime","17_20",1,"neutral",0.75
"3774","18_25","female","private","fulltime","more_20",2,"agree",0
"3775","26_35","female","fdi","owner","14_16",1,"neutral",0.75
"3776","18_25","female","state","fulltime","11_13",1,"agree",0.5
"3777","36_55","female","state","not","11_13",1,"neutral",0.75
"3778","56_75","male","state","fulltime","17_20",3,"strongdisagree",0.75
"3779","18_25","male","state","student","14_16",3,"disagree",0.25
"3780","36_55","male","state","retired","14_16",3,"agree",0.5
"3781","36_55","male","private","fulltime","4_7",1,"neutral",0.75
"3782","36_55","female","private","owner","more_20",2,"agree",0.75
"3783","56_75","male","private","fulltime","11_13",3,"disagree",0.75
"3784","26_35","male","private","fulltime","1_3",2,"agree",0.75
"3785","26_35","female","state","fulltime","8_10",1,"neutral",0
"3786","36_55","male","private","fulltime","17_20",2,"neutral",0.5
"3787","26_35","male","state","parttime","17_20",1,"strongagree",0.5
"3788","18_25","male","fdi","fulltime","more_20",2,"agree",0.75
"3789","18_25","female","retired","fulltime","14_16",1,"agree",0.75
"3790","18_25","male","state","owner","17_20",1,"agree",0.75
"3791","26_35","female","private","owner","more_20",2,"agree",0.25
"3792","18_25","female","private","fulltime","11_13",2,"strongagree",0.75
"3793","18_25","male","fdi","fulltime","8_10",0,"neutral",0.75
"3794","26_35","male","fdi","fulltime","more_20",3,"agree",0.5
"3795","26_35","male","state","student","17_20",2,"disagree",1
"3796","26_35","female","private","owner","17_20",2,"agree",0.75
"3797","26_35","female","state","fulltime","more_20",1,"strongagree",0.5
"3798","18_25","female","state","retired","14_16",1,"strongagree",0.25
"3799","18_25","male","state","fulltime","17_20",2,"strongdisagree",0.5
"3800","36_55","male","private","student","8_10",2,"agree",0.5
"3801","18_25","female","state","fulltime","17_20",2,"disagree",0.5
"3802","36_55","female","student","fulltime","more_20",2,"disagree",0
"3803","26_35","male","private","fulltime","1_3",3,"agree",0.5
"3804","26_35","female","fdi","not","17_20",1,"disagree",0.75
"3805","26_35","female","private","fulltime","8_10",1,"agree",0.25
"3806","18_25","male","state","parttime","17_20",3,"strongagree",0.75
"3807","56_75","female","fdi","fulltime","17_20",2,"agree",0.5
"3808","26_35","female","private","fulltime","11_13",4,"agree",0.75
"3809","more_75","male","private","fulltime","11_13",1,"strongdisagree",0.75
"3810","36_55","female","private","not","17_20",1,"agree",0.25
"3811","36_55","male","student","fulltime","17_20",2,"disagree",0.75
"3812","36_55","female","student","not","11_13",2,"neutral",0.75
"3813","18_25","female","private","fulltime","17_20",2,"agree",0.25
"3814","18_25","female","private","student","1_3",1,"disagree",0.5
"3815","56_75","male","fdi","fulltime","14_16",2,"agree",0.75
"3816","less_18","male","state","student","14_16",3,"neutral",0.25
"3817","26_35","male","state","fulltime","14_16",2,"disagree",0.5
"3818","18_25","male","private","student","8_10",1,"agree",1
"3819","36_55","male","private","fulltime","1_3",5,"agree",0.75
"3820","26_35","female","retired","fulltime","14_16",1,"neutral",0
"3821","26_35","male","state","student","14_16",4,"neutral",0.75
"3822","26_35","female","student","owner","8_10",2,"agree",0.75
"3823","18_25","male","fdi","retired","14_16",3,"agree",0.75
"3824","26_35","female","state","fulltime","11_13",2,"agree",1
"3825","36_55","female","state","fulltime","8_10",2,"disagree",0.75
"3826","36_55","female","fdi","fulltime","17_20",2,"strongagree",0.25
"3827","36_55","female","private","fulltime","17_20",1,"disagree",1
"3828","26_35","male","private","fulltime","14_16",2,"neutral",0.25
"3829","18_25","male","state","fulltime","11_13",2,"neutral",0.25
"3830","26_35","male","state","retired","8_10",2,"disagree",0.25
"3831","18_25","male","retired","student","17_20",2,"agree",0.5
"3832","36_55","male","fdi","fulltime","1_3",2,"strongagree",0.75
"3833","26_35","female","private","parttime","more_20",2,"agree",0.75
"3834","26_35","male","private","student","14_16",2,"strongagree",0.25
"3835","26_35","female","state","student","14_16",1,"agree",0.5
"3836","18_25","male","student","fulltime","8_10",2,"disagree",0.25
"3837","36_55","female","retired","fulltime","more_20",4,"disagree",0.25
"3838","26_35","female","private","fulltime","1_3",2,"disagree",0.5
"3839","36_55","male","student","fulltime","14_16",2,"agree",0.25
"3840","36_55","female","state","fulltime","more_20",2,"neutral",0.75
"3841","36_55","male","state","fulltime","14_16",2,"neutral",0
"3842","18_25","female","fdi","fulltime","8_10",2,"disagree",1
"3843","18_25","male","state","fulltime","8_10",3,"disagree",0.5
"3844","26_35","male","state","fulltime","14_16",3,"neutral",0.75
"3845","18_25","female","fdi","fulltime","17_20",2,"agree",1
"3846","36_55","female","fdi","fulltime","14_16",2,"strongagree",0.75
"3847","36_55","female","fdi","fulltime","8_10",2,"agree",1
"3848","36_55","male","private","owner","1_3",2,"agree",0.25
"3849","26_35","female","private","owner","1_3",2,"agree",0.75
"3850","26_35","male","fdi","parttime","11_13",0,"neutral",0.5
"3851","36_55","female","private","fulltime","more_20",1,"strongagree",0.75
"3852","36_55","female","fdi","fulltime","more_20",3,"neutral",0.75
"3853","26_35","female","private","not","8_10",2,"neutral",0.25
"3854","less_18","male","state","student","17_20",2,"strongdisagree",0.75
"3855","36_55","female","fdi","retired","14_16",3,"disagree",0.5
"3856","26_35","female","private","student","14_16",1,"neutral",0.5
"3857","26_35","male","state","retired","8_10",2,"neutral",0.5
"3858","26_35","male","student","student","1_3",2,"agree",0.75
"3859","18_25","female","private","fulltime","11_13",1,"disagree",0
"3860","36_55","female","student","fulltime","14_16",3,"agree",0.25
"3861","18_25","male","state","parttime","11_13",3,"strongagree",0.75
"3862","36_55","female","state","parttime","14_16",2,"strongagree",0.5
"3863","36_55","female","fdi","owner","8_10",3,"strongdisagree",0.75
"3864","18_25","female","student","fulltime","17_20",2,"agree",0.25
"3865","36_55","male","state","fulltime","14_16",2,"strongagree",1
"3866","18_25","female","student","fulltime","more_20",2,"neutral",0.25
"3867","18_25","female","state","student","17_20",1,"strongdisagree",0.25
"3868","18_25","female","student","fulltime","17_20",1,"agree",0.25
"3869","36_55","male","state","fulltime","8_10",3,"neutral",0.75
"3870","18_25","female","retired","owner","14_16",2,"disagree",1
"3871","18_25","male","private","fulltime","1_3",2,"agree",0.75
"3872","18_25","female","private","fulltime","11_13",2,"agree",0.25
"3873","18_25","male","state","fulltime","more_20",2,"disagree",0.75
"3874","26_35","male","state","fulltime","8_10",2,"strongagree",0.75
"3875","less_18","male","fdi","student","1_3",2,"strongdisagree",0.5
"3876","56_75","female","private","retired","17_20",2,"disagree",1
"3877","26_35","male","retired","fulltime","17_20",2,"neutral",0
"3878","18_25","male","private","fulltime","14_16",2,"disagree",0.25
"3879","18_25","male","state","fulltime","17_20",3,"disagree",0.75
"3880","26_35","male","state","not","8_10",2,"disagree",0.75
"3881","36_55","male","fdi","fulltime","4_7",1,"agree",0.5
"3882","18_25","female","state","student","14_16",2,"strongagree",0.75
"3883","18_25","male","private","student","more_20",2,"neutral",0.5
"3884","36_55","female","student","parttime","1_3",3,"neutral",0.25
"3885","36_55","female","private","fulltime","8_10",4,"strongagree",0.5
"3886","36_55","female","student","fulltime","14_16",5,"agree",1
"3887","18_25","female","fdi","owner","11_13",2,"disagree",0.25
"3888","18_25","male","state","fulltime","more_20",2,"strongdisagree",0
"3889","56_75","male","state","not","14_16",1,"disagree",0.5
"3890","36_55","male","state","parttime","14_16",2,"agree",0.75
"3891","26_35","male","fdi","parttime","14_16",1,"agree",0.75
"3892","26_35","male","student","student","more_20",2,"neutral",0.5
"3893","26_35","male","private","fulltime","8_10",2,"disagree",0.75
"3894","18_25","male","state","fulltime","11_13",2,"neutral",0
"3895","36_55","female","private","owner","14_16",3,"neutral",0.75
"3896","18_25","male","student","parttime","1_3",2,"strongagree",0.75
"3897","36_55","female","fdi","retired","more_20",2,"neutral",0.75
"3898","26_35","male","private","fulltime","14_16",2,"strongagree",1
"3899","26_35","female","fdi","retired","14_16",3,"strongagree",0.75
"3900","36_55","female","state","fulltime","8_10",2,"strongagree",0.75
"3901","18_25","male","state","fulltime","8_10",2,"neutral",0.25
"3902","36_55","male","private","fulltime","14_16",3,"agree",0.75
"3903","56_75","male","state","parttime","17_20",1,"agree",1
"3904","36_55","female","student","fulltime","14_16",1,"neutral",1
"3905","56_75","female","private","fulltime","14_16",2,"neutral",0.5
"3906","18_25","female","fdi","fulltime","more_20",2,"disagree",0.75
"3907","18_25","male","retired","fulltime","14_16",2,"neutral",0.5
"3908","18_25","female","private","fulltime","11_13",2,"disagree",0.25
"3909","26_35","male","private","owner","8_10",0,"agree",0.75
"3910","18_25","male","state","fulltime","17_20",2,"agree",0.5
"3911","26_35","male","student","owner","14_16",2,"disagree",0
"3912","36_55","female","fdi","fulltime","14_16",2,"neutral",0.25
"3913","26_35","female","state","fulltime","14_16",2,"neutral",0.5
"3914","18_25","female","fdi","fulltime","more_20",2,"agree",0.75
"3915","18_25","male","private","fulltime","1_3",2,"disagree",0.75
"3916","36_55","male","fdi","fulltime","17_20",2,"disagree",0.5
"3917","26_35","female","state","student","14_16",2,"agree",0.5
"3918","26_35","male","private","fulltime","more_20",3,"disagree",0.5
"3919","36_55","female","state","fulltime","17_20",4,"disagree",0.25
"3920","26_35","male","state","parttime","11_13",2,"disagree",0.25
"3921","18_25","male","state","owner","11_13",2,"strongdisagree",0.5
"3922","36_55","female","private","fulltime","more_20",1,"neutral",0.75
"3923","26_35","male","fdi","fulltime","17_20",2,"disagree",0.5
"3924","18_25","female","state","owner","more_20",1,"neutral",0.25
"3925","36_55","female","fdi","fulltime","14_16",2,"neutral",0.75
"3926","56_75","female","private","retired","14_16",2,"disagree",0
"3927","26_35","female","state","fulltime","17_20",1,"agree",0.5
"3928","26_35","male","private","fulltime","4_7",3,"agree",0.75
"3929","36_55","male","private","not","17_20",1,"agree",0.75
"3930","18_25","male","fdi","fulltime","14_16",1,"agree",0.5
"3931","26_35","female","state","parttime","14_16",1,"agree",0.75
"3932","18_25","male","student","fulltime","17_20",2,"agree",0.5
"3933","18_25","female","state","parttime","14_16",1,"strongdisagree",0.75
"3934","less_18","male","retired","student","more_20",2,"neutral",0.75
"3935","18_25","female","state","owner","more_20",2,"agree",0.75
"3936","18_25","female","retired","fulltime","17_20",2,"agree",1
"3937","18_25","male","state","owner","more_20",4,"disagree",0.75
"3938","18_25","male","state","fulltime","14_16",1,"disagree",0.75
"3939","36_55","female","private","parttime","more_20",1,"agree",0.25
"3940","18_25","male","state","fulltime","1_3",2,"agree",0.75
"3941","56_75","male","state","fulltime","more_20",0,"agree",0.75
"3942","26_35","male","private","retired","11_13",1,"agree",0.75
"3943","18_25","female","fdi","not","8_10",1,"disagree",0.75
"3944","18_25","male","private","student","8_10",1,"disagree",1
"3945","18_25","male","state","student","17_20",2,"neutral",0.5
"3946","56_75","male","state","owner","8_10",2,"disagree",0.25
"3947","26_35","male","private","owner","1_3",2,"neutral",0.75
"3948","18_25","female","fdi","fulltime","8_10",3,"disagree",0
"3949","18_25","female","fdi","fulltime","more_20",2,"disagree",0.75
"3950","18_25","male","private","parttime","17_20",1,"agree",0.75
"3951","36_55","female","student","fulltime","more_20",1,"neutral",0.25
"3952","56_75","female","state","student","more_20",2,"strongdisagree",0.75
"3953","18_25","male","fdi","student","14_16",2,"neutral",0.75
"3954","36_55","female","state","not","14_16",3,"neutral",0.25
"3955","18_25","female","student","owner","more_20",3,"strongagree",0.25
"3956","36_55","male","private","student","11_13",3,"agree",0.75
"3957","36_55","male","fdi","fulltime","14_16",1,"neutral",0.25
"3958","36_55","male","state","fulltime","14_16",4,"neutral",0.75
"3959","26_35","male","fdi","owner","17_20",1,"strongdisagree",0
"3960","18_25","female","retired","fulltime","1_3",2,"neutral",0.25
"3961","18_25","male","fdi","parttime","more_20",1,"agree",0.5
"3962","18_25","female","student","fulltime","17_20",2,"strongdisagree",1
"3963","18_25","female","fdi","fulltime","8_10",4,"disagree",0.25
"3964","18_25","female","state","owner","17_20",2,"disagree",0.75
"3965","36_55","female","state","fulltime","14_16",3,"agree",0.5
"3966","18_25","female","private","owner","14_16",2,"agree",1
"3967","18_25","male","private","fulltime","17_20",1,"agree",0.25
"3968","18_25","female","student","owner","17_20",1,"strongagree",0.25
"3969","36_55","female","state","fulltime","1_3",3,"disagree",0.25
"3970","26_35","male","fdi","fulltime","8_10",2,"agree",0.25
"3971","18_25","female","fdi","student","more_20",2,"neutral",0.25
"3972","36_55","male","retired","owner","8_10",2,"neutral",0.75
